insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
2019-04-21 22:28:47,BARCELONA,MADRID,2019-04-22 17:25:00,2019-04-22 19:55:00,AVE,127.1,Turista,Flexible
2019-04-19 13:16:36,BARCELONA,MADRID,2019-04-19 20:00:00,2019-04-19 23:10:00,AVE,98.01,Preferente,Promo
2019-05-02 01:46:22,BARCELONA,MADRID,2019-05-16 09:00:00,2019-05-16 11:45:00,AVE,102.15,Turista Plus,Promo
2019-04-16 01:09:13,SEVILLA,MADRID,2019-05-31 18:45:00,2019-05-31 21:17:00,AVE,47.3,Turista,Promo
2019-04-28 15:45:00,BARCELONA,MADRID,2019-05-18 10:00:00,2019-05-18 13:10:00,AVE,66.75,Turista,Promo
2019-04-30 03:46:14,MADRID,BARCELONA,2019-05-11 08:30:00,2019-05-11 11:15:00,AVE,85.1,Turista,Promo
2019-04-17 18:14:21,SEVILLA,MADRID,2019-06-01 09:50:00,2019-06-01 12:36:00,ALVIA,87.4,Preferente,Flexible
2019-04-15 11:17:32,MADRID,PONFERRADA,2019-04-28 14:40:00,2019-04-28 18:52:00,AVE-LD,62.4,Turista con enlace,Flexible
2019-04-16 19:10:17,BARCELONA,MADRID,2019-05-14 10:00:00,2019-05-14 13:10:00,AVE,85.1,Turista,Promo
2019-04-13 01:04:47,MADRID,BARCELONA,2019-05-21 18:30:00,2019-05-21 21:20:00,AVE,,Turista,Promo
2019-04-25 09:25:27,VALENCIA,MADRID,2019-05-10 21:05:00,2019-05-10 23:32:00,INTERCITY,29.9,Turista,Promo
2019-05-05 03:44:37,VALENCIA,MADRID,2019-05-31 09:40:00,2019-05-31 11:20:00,AVE,33.65,Turista,Promo
2019-04-13 17:22:32,MADRID,VALENCIA,2019-04-14 11:10:00,2019-04-14 13:25:00,INTERCITY,,Turista,Flexible
2019-04-28 21:41:05,MADRID,BARCELONA,2019-05-04 17:30:00,2019-05-04 20:40:00,AVE,75.4,Turista,Promo
2019-05-03 11:46:55,BARCELONA,MADRID,2019-05-12 09:03:00,2019-05-12 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-12 03:19:13,MADRID,VALENCIA,2019-06-10 12:21:00,2019-06-10 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-08 11:07:56,BARCELONA,MADRID,2019-06-14 18:00:00,2019-06-14 21:10:00,AVE,90.5,Turista Plus,Promo
2019-04-20 17:15:17,SEVILLA,MADRID,2019-04-22 12:40:00,2019-04-22 15:23:00,AVE,76.3,Turista,Flexible
2019-04-17 13:19:41,BARCELONA,MADRID,2019-05-06 05:50:00,2019-05-06 08:20:00,AVE,85.1,Turista,Promo
2019-05-07 19:46:25,MADRID,VALENCIA,2019-05-20 06:08:00,2019-05-20 12:55:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-19 12:15:27,MADRID,VALENCIA,2019-05-14 17:48:00,2019-05-14 21:58:00,INTERCITY,17.15,Turista,Promo
2019-04-13 14:26:07,MADRID,VALENCIA,2019-05-16 12:21:00,2019-05-16 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-24 21:12:05,BARCELONA,MADRID,2019-05-06 18:25:00,2019-05-06 20:55:00,AVE,68.65,Turista,Promo
2019-04-17 09:05:29,MADRID,VALENCIA,2019-05-24 20:40:00,2019-05-24 22:24:00,AVE,45.3,Turista,Promo
2019-04-27 15:25:43,SEVILLA,MADRID,2019-05-07 18:45:00,2019-05-07 21:17:00,AVE,76.3,Turista,Flexible
2019-05-06 13:20:07,BARCELONA,MADRID,2019-05-19 10:00:00,2019-05-19 15:48:00,LD-AVE,,Turista,Promo
2019-05-08 11:04:54,MADRID,BARCELONA,2019-05-24 17:00:00,2019-05-24 19:30:00,AVE,127.1,Turista,Flexible
2019-04-14 07:08:30,SEVILLA,MADRID,2019-05-09 19:15:00,2019-05-09 21:36:00,AVE,47.3,Turista,Promo
2019-05-08 23:06:27,MADRID,BARCELONA,2019-06-03 07:20:00,2019-06-03 09:50:00,AVE,100.4,Turista,Promo
2019-04-22 06:19:43,SEVILLA,MADRID,2019-05-22 14:45:00,2019-05-22 17:15:00,AVE,47.3,Turista,Promo
2019-04-15 11:30:22,MADRID,SEVILLA,2019-05-17 11:00:00,2019-05-17 13:32:00,AVE,76.3,Turista,Flexible
2019-04-29 15:34:21,MADRID,SEVILLA,2019-05-11 09:45:00,2019-05-11 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-05-06 07:04:52,MADRID,SEVILLA,2019-05-30 17:00:00,2019-05-30 19:38:00,AVE,76.3,Turista,Flexible
2019-05-08 21:36:57,VALENCIA,MADRID,2019-05-10 18:10:00,2019-05-10 19:57:00,AVE,,Turista,Flexible
2019-04-13 01:10:15,MADRID,BARCELONA,2019-05-29 21:25:00,2019-05-29 23:55:00,AVE,,Turista,Promo
2019-04-30 07:29:22,MADRID,PONFERRADA,2019-05-08 22:14:00,2019-05-09 04:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-20 03:27:45,PONFERRADA,MADRID,2019-04-23 11:28:00,2019-04-23 16:00:00,LD,,Turista con enlace,Promo +
2019-04-28 11:23:43,SEVILLA,MADRID,2019-05-16 06:45:00,2019-05-16 09:15:00,AVE,53.4,Turista,Promo
2019-04-15 21:00:25,MADRID,SEVILLA,2019-04-16 14:00:00,2019-04-16 16:32:00,AVE,69.4,Preferente,Promo
2019-04-16 14:43:56,MADRID,BARCELONA,2019-05-24 14:00:00,2019-05-24 16:30:00,AVE,94.55,Turista Plus,Promo
2019-04-24 12:17:20,MADRID,BARCELONA,2019-06-02 07:30:00,2019-06-02 10:40:00,AVE,66.75,Turista,Promo
2019-05-06 09:05:35,MADRID,SEVILLA,2019-05-22 13:00:00,2019-05-22 15:40:00,AVE,47.3,Turista,Promo
2019-04-12 00:19:53,MADRID,VALENCIA,2019-05-08 15:30:00,2019-05-08 22:31:00,AVE-MD,,Turista con enlace,Flexible
2019-05-07 19:17:58,MADRID,BARCELONA,2019-06-12 16:30:00,2019-06-12 19:20:00,AVE,85.1,Turista,Promo
2019-04-20 16:15:06,BARCELONA,MADRID,2019-05-03 18:25:00,2019-05-03 20:55:00,AVE,100.4,Turista,Promo
2019-05-01 13:39:37,BARCELONA,MADRID,2019-05-18 16:00:00,2019-05-18 19:10:00,AVE,75.4,Turista,Promo
2019-04-12 19:30:33,MADRID,BARCELONA,2019-05-17 17:00:00,2019-05-17 19:30:00,AVE,,Turista,Flexible
2019-05-01 17:47:02,BARCELONA,MADRID,2019-05-05 09:03:00,2019-05-05 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-05-08 17:04:55,MADRID,PONFERRADA,2019-07-02 22:14:00,2019-07-03 04:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-16 02:11:23,MADRID,VALENCIA,2019-05-20 16:45:00,2019-05-20 18:50:00,ALVIA,35.5,Turista,Promo
2019-04-29 01:40:03,BARCELONA,MADRID,2019-05-08 09:03:00,2019-05-08 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-05-09 03:10:01,MADRID,SEVILLA,2019-06-21 20:35:00,2019-06-21 23:15:00,AVE,53.4,Turista,Promo
2019-04-16 10:17:43,MADRID,VALENCIA,2019-05-28 20:40:00,2019-05-28 22:24:00,AVE,21.95,Turista,Promo
2019-04-18 05:11:01,SEVILLA,MADRID,2019-04-20 17:45:00,2019-04-20 20:17:00,AVE,76.3,Turista,Flexible
2019-05-06 15:15:48,MADRID,SEVILLA,2019-05-07 11:00:00,2019-05-07 13:32:00,AVE,76.3,Turista,Flexible
2019-04-22 22:22:33,SEVILLA,MADRID,2019-05-05 20:36:00,2019-05-05 23:14:00,ALVIA,,Turista,Flexible
2019-04-30 01:40:29,SEVILLA,MADRID,2019-05-10 19:15:00,2019-05-10 21:36:00,AVE,69.4,Preferente,Promo
2019-04-15 10:35:38,VALENCIA,MADRID,2019-05-16 14:10:00,2019-05-16 15:48:00,AVE,33.65,Turista,Promo
2019-04-24 00:45:35,BARCELONA,MADRID,2019-04-24 06:05:00,2019-04-24 09:15:00,AVE,107.7,Turista,Flexible
2019-04-11 22:13:46,MADRID,VALENCIA,2019-05-30 15:10:00,2019-05-30 16:52:00,AVE,39.45,Turista,Promo
2019-04-23 14:01:14,MADRID,BARCELONA,2019-05-04 12:30:00,2019-05-04 15:30:00,AVE,98.0,Preferente,Promo
2019-04-14 23:02:58,VALENCIA,MADRID,2019-05-01 08:00:00,2019-05-01 09:53:00,AVE,39.45,Turista,Promo
2019-04-17 04:13:01,MADRID,BARCELONA,2019-06-01 06:20:00,2019-06-01 09:29:00,AVE,58.15,Turista,Promo
2019-05-08 13:02:56,MADRID,BARCELONA,2019-06-10 19:30:00,2019-06-10 22:40:00,AVE,80.15,Turista Plus,Promo
2019-04-24 07:36:48,VALENCIA,MADRID,2019-06-01 21:05:00,2019-06-01 23:32:00,INTERCITY,29.9,Turista,Promo
2019-04-23 12:23:46,MADRID,SEVILLA,2019-05-06 17:00:00,2019-05-06 19:38:00,AVE,53.4,Turista,Promo
2019-04-25 01:11:31,VALENCIA,MADRID,2019-05-18 10:40:00,2019-05-18 12:27:00,AVE,45.3,Turista,Promo
2019-04-19 01:39:50,VALENCIA,MADRID,2019-05-11 10:40:00,2019-05-11 12:27:00,AVE,51.15,Turista,Promo
2019-05-07 17:43:25,MADRID,BARCELONA,2019-06-17 19:00:00,2019-06-17 21:30:00,AVE,78.8,Turista,Promo
2019-04-18 08:41:07,MADRID,VALENCIA,2019-05-02 10:40:00,2019-05-02 12:20:00,AVE,51.15,Turista,Promo
2019-04-29 01:25:25,SEVILLA,MADRID,2019-06-01 12:18:00,2019-06-01 14:56:00,ALVIA,,Turista,Promo
2019-04-16 22:37:28,MADRID,SEVILLA,2019-05-18 13:10:00,2019-05-18 20:51:00,MD-LD,,Turista,Promo
2019-04-24 02:45:48,BARCELONA,MADRID,2019-04-30 18:00:00,2019-04-30 21:10:00,AVE,107.7,Turista,Flexible
2019-04-13 03:28:23,MADRID,VALENCIA,2019-04-17 07:40:00,2019-04-17 09:20:00,AVE,,Turista,Flexible
2019-04-18 07:31:21,VALENCIA,MADRID,2019-05-21 12:40:00,2019-05-21 14:20:00,AVE,33.65,Turista,Promo
2019-04-12 05:21:25,MADRID,VALENCIA,2019-05-16 12:40:00,2019-05-16 14:20:00,AVE,33.65,Turista,Promo
2019-04-16 19:02:35,MADRID,BARCELONA,2019-05-29 17:00:00,2019-05-29 19:30:00,AVE,100.4,Turista,Promo
2019-04-23 22:17:29,VALENCIA,MADRID,2019-05-20 14:10:00,2019-05-20 15:48:00,AVE,33.65,Turista,Promo
2019-04-12 07:10:41,MADRID,BARCELONA,2019-04-24 08:30:00,2019-04-24 11:15:00,AVE,75.4,Turista,Promo
2019-04-27 21:00:25,VALENCIA,MADRID,2019-05-05 17:30:00,2019-05-05 19:43:00,INTERCITY,,Preferente,Promo
2019-04-17 04:28:51,SEVILLA,MADRID,2019-05-20 16:15:00,2019-05-20 18:54:00,AVE,47.3,Turista,Promo
2019-04-20 05:16:44,VALENCIA,MADRID,2019-04-20 17:10:00,2019-04-20 18:50:00,AVE,,,
2019-05-07 19:10:51,BARCELONA,MADRID,2019-05-08 15:25:00,2019-05-08 17:55:00,AVE,169.2,Preferente,Promo
2019-04-24 04:30:06,SEVILLA,MADRID,2019-05-08 18:45:00,2019-05-08 21:17:00,AVE,69.4,Preferente,Promo
2019-05-07 13:46:30,MADRID,BARCELONA,2019-05-19 16:30:00,2019-05-19 19:15:00,AVE,127.05,Preferente,Promo
2019-04-20 08:15:42,VALENCIA,MADRID,2019-05-10 14:50:00,2019-05-10 22:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-15 12:13:06,SEVILLA,MADRID,2019-04-18 11:45:00,2019-04-18 14:17:00,AVE,69.4,Preferente,Promo
2019-04-15 15:23:23,MADRID,BARCELONA,2019-04-28 11:30:00,2019-04-28 14:40:00,AVE,107.7,Turista,Flexible
2019-04-14 14:34:55,MADRID,VALENCIA,2019-05-22 11:10:00,2019-05-22 13:25:00,INTERCITY,29.9,Turista,Promo
2019-04-25 09:18:36,BARCELONA,MADRID,2019-05-21 09:00:00,2019-05-21 11:45:00,AVE,85.1,Turista,Promo
2019-04-14 12:17:23,MADRID,VALENCIA,2019-05-22 20:40:00,2019-05-22 22:24:00,AVE,27.8,Turista,Promo
2019-04-23 03:04:25,BARCELONA,MADRID,2019-05-09 07:25:00,2019-05-09 10:01:00,AVE,85.1,Turista,Promo
2019-04-24 23:22:51,VALENCIA,MADRID,2019-06-02 19:15:00,2019-06-02 21:01:00,AVE,57.75,Turista,Promo
2019-04-13 21:11:14,SEVILLA,MADRID,2019-05-20 17:45:00,2019-05-20 20:17:00,AVE,53.4,Turista,Promo
2019-04-24 00:22:55,SEVILLA,MADRID,2019-05-29 10:45:00,2019-05-29 13:17:00,AVE,60.3,Turista,Promo
2019-04-13 08:13:18,MADRID,SEVILLA,2019-05-17 15:00:00,2019-05-17 17:21:00,AVE,,Turista,Flexible
2019-04-22 05:02:41,MADRID,SEVILLA,2019-06-02 07:00:00,2019-06-02 09:55:00,AV City,49.15,Turista,Promo
2019-04-21 04:50:18,MADRID,BARCELONA,2019-05-09 20:00:00,2019-05-09 22:30:00,AVE,88.95,Turista,Promo
2019-04-14 10:15:35,MADRID,SEVILLA,2019-05-03 09:45:00,2019-05-03 12:27:00,INTERCITY,,Turista,Flexible
2019-04-23 19:22:46,VALENCIA,MADRID,2019-05-31 15:10:00,2019-05-31 17:03:00,AVE,39.45,Turista,Promo
2019-05-02 05:27:00,SEVILLA,MADRID,2019-05-06 09:40:00,2019-05-06 12:23:00,AVE,76.3,Turista,Flexible
2019-04-21 13:44:13,MADRID,BARCELONA,2019-05-13 15:00:00,2019-05-13 17:30:00,AVE,78.8,Turista,Promo
2019-04-17 22:43:53,MADRID,SEVILLA,2019-05-25 14:00:00,2019-05-25 16:32:00,AVE,69.35,Preferente,Promo
2019-04-19 10:15:18,VALENCIA,MADRID,2019-05-25 08:00:00,2019-05-25 09:53:00,AVE,51.15,Turista,Promo
2019-04-21 23:24:01,SEVILLA,MADRID,2019-05-26 08:45:00,2019-05-26 21:10:00,MD,52.5,Turista con enlace,Flexible
2019-04-24 05:10:53,VALENCIA,MADRID,2019-06-21 06:38:00,2019-06-21 14:20:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-19 11:47:02,BARCELONA,MADRID,2019-04-26 19:25:00,2019-04-26 21:55:00,AVE,127.1,Turista,Flexible
2019-04-17 20:31:44,SEVILLA,MADRID,2019-05-25 08:45:00,2019-05-25 11:15:00,AVE,69.35,Preferente,Promo
2019-04-12 15:25:12,SEVILLA,MADRID,2019-05-19 17:45:00,2019-05-19 20:17:00,AVE,,Turista,Flexible
2019-04-21 22:32:35,MADRID,SEVILLA,2019-05-08 08:30:00,2019-05-08 11:14:00,ALVIA,,Turista,Flexible
2019-04-19 00:01:31,MADRID,BARCELONA,2019-05-16 12:30:00,2019-05-16 15:30:00,AVE,66.75,Turista,Promo
2019-05-04 15:45:53,MADRID,BARCELONA,2019-05-18 10:30:00,2019-05-18 13:15:00,AVE,75.4,Turista,Promo
2019-04-20 09:46:16,SEVILLA,MADRID,2019-05-18 07:40:00,2019-05-18 10:05:00,AVE,61.45,Preferente,Promo
2019-04-25 01:22:16,PONFERRADA,MADRID,2019-05-27 13:44:00,2019-05-27 19:21:00,LD,32.9,Turista con enlace,Promo
2019-04-12 12:13:43,MADRID,VALENCIA,2019-04-13 09:40:00,2019-04-13 11:24:00,AVE,,Turista,Flexible
2019-04-18 14:41:58,MADRID,BARCELONA,2019-05-07 21:25:00,2019-05-07 23:55:00,AVE,58.15,Turista,Promo
2019-04-13 09:17:56,MADRID,BARCELONA,2019-05-10 11:30:00,2019-05-10 14:40:00,AVE,,Turista Plus,Promo
2019-04-21 19:23:31,MADRID,SEVILLA,2019-05-25 09:00:00,2019-05-25 11:38:00,AVE,76.3,Turista,Flexible
2019-04-26 23:41:21,MADRID,BARCELONA,2019-05-16 14:00:00,2019-05-16 16:30:00,AVE,68.65,Turista,Promo
2019-05-08 15:32:00,SEVILLA,MADRID,2019-05-18 08:45:00,2019-05-18 11:15:00,AVE,76.3,Turista,Flexible
2019-04-17 16:03:52,BARCELONA,MADRID,2019-05-19 20:00:00,2019-05-19 23:10:00,AVE,90.5,Turista Plus,Promo
2019-04-24 02:43:36,MADRID,BARCELONA,2019-05-19 18:00:00,2019-05-19 20:30:00,AVE,115.65,Preferente,Promo
2019-04-16 00:11:53,MADRID,VALENCIA,2019-05-26 11:10:00,2019-05-26 13:25:00,INTERCITY,29.9,Turista,Promo
2019-04-16 16:36:59,MADRID,SEVILLA,2019-05-18 21:25:00,2019-05-19 00:10:00,AV City,49.15,Turista,Promo
2019-04-13 05:25:12,SEVILLA,MADRID,2019-05-21 12:40:00,2019-05-21 15:23:00,AVE,,Turista,Promo
2019-04-15 22:12:38,SEVILLA,MADRID,2019-05-23 19:19:00,2019-05-23 21:59:00,INTERCITY,62.2,Turista,Flexible
2019-04-20 02:10:16,VALENCIA,MADRID,2019-05-11 08:00:00,2019-05-11 09:53:00,AVE,58.95,Preferente,Promo
2019-04-18 20:34:12,MADRID,VALENCIA,2019-05-18 17:40:00,2019-05-18 19:20:00,AVE,36.15,Preferente,Promo
2019-05-01 15:46:10,BARCELONA,MADRID,2019-05-16 07:25:00,2019-05-16 10:01:00,AVE,85.1,Turista,Promo
2019-04-24 15:20:00,SEVILLA,MADRID,2019-05-01 15:45:00,2019-05-01 18:15:00,AVE,53.4,Turista,Promo
2019-04-12 15:16:14,MADRID,SEVILLA,2019-05-16 07:30:00,2019-05-16 09:51:00,AVE,,Preferente,Promo
2019-05-05 23:27:50,MADRID,BARCELONA,2019-06-02 14:30:00,2019-06-02 17:21:00,AVE,102.15,Turista Plus,Promo
2019-05-08 17:14:55,MADRID,BARCELONA,2019-05-10 20:30:00,2019-05-10 23:40:00,AVE,98.0,Preferente,Promo
2019-04-12 12:18:15,MADRID,VALENCIA,2019-04-28 08:40:00,2019-04-28 10:33:00,AVE,,Turista,Promo
2019-05-05 23:17:46,MADRID,VALENCIA,2019-05-17 16:45:00,2019-05-17 18:50:00,ALVIA,71.0,Turista,Flexible
2019-05-09 21:14:56,MADRID,BARCELONA,2019-05-14 09:30:00,2019-05-14 12:34:00,AVE,85.1,Turista,Promo
2019-04-28 07:08:10,BARCELONA,MADRID,2019-05-13 18:00:00,2019-05-13 21:10:00,AVE,90.5,Turista Plus,Promo
2019-04-24 10:44:08,MADRID,BARCELONA,2019-05-20 10:30:00,2019-05-20 13:15:00,AVE,75.4,Turista,Promo
2019-05-02 17:47:42,BARCELONA,MADRID,2019-05-10 12:00:00,2019-05-10 15:10:00,AVE,66.75,Turista,Promo
2019-05-04 07:37:19,BARCELONA,MADRID,2019-05-08 09:00:00,2019-05-08 11:45:00,AVE,107.7,Turista,Flexible
2019-04-21 01:55:13,MADRID,VALENCIA,2019-06-01 10:40:00,2019-06-01 12:20:00,AVE,33.65,Turista,Promo
2019-04-27 01:45:07,BARCELONA,MADRID,2019-05-20 10:00:00,2019-05-20 13:10:00,AVE,85.1,Turista,Promo
2019-05-07 03:11:59,BARCELONA,MADRID,2019-06-27 18:25:00,2019-06-27 20:55:00,AVE,78.8,Turista,Promo
2019-04-17 23:05:46,VALENCIA,MADRID,2019-05-03 19:40:00,2019-05-03 21:23:00,AVE,45.3,Turista,Promo
2019-04-12 09:22:31,MADRID,BARCELONA,2019-04-22 07:15:00,2019-04-22 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-22 00:24:45,MADRID,VALENCIA,2019-04-29 17:48:00,2019-04-29 21:58:00,INTERCITY,36.05,Turista Plus,Promo
2019-04-21 08:20:02,MADRID,BARCELONA,2019-04-30 10:30:00,2019-04-30 13:15:00,AVE,85.1,Turista,Promo
2019-04-22 20:01:54,MADRID,SEVILLA,2019-05-24 07:00:00,2019-05-24 09:32:00,AVE,60.3,Turista,Promo
2019-05-08 11:05:02,MADRID,BARCELONA,2019-05-23 13:25:00,2019-05-23 16:24:00,AVE-TGV,90.5,Turista Plus,Promo
2019-04-26 17:23:24,MADRID,VALENCIA,2019-05-16 07:40:00,2019-05-16 09:20:00,AVE,57.75,Turista,Promo
2019-05-09 05:26:23,SEVILLA,MADRID,2019-06-30 18:45:00,2019-06-30 21:17:00,AVE,76.3,Turista,Flexible
2019-04-12 01:20:04,MADRID,VALENCIA,2019-05-30 15:10:00,2019-05-30 16:52:00,AVE,39.45,Turista,Promo
2019-04-26 19:32:48,MADRID,VALENCIA,2019-05-25 11:10:00,2019-05-25 13:25:00,INTERCITY,21.05,Turista,Promo
2019-04-21 03:33:22,MADRID,BARCELONA,2019-05-06 07:15:00,2019-05-06 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-21 04:24:00,SEVILLA,MADRID,2019-05-23 12:18:00,2019-05-23 14:56:00,ALVIA,,Turista,Promo
2019-04-25 01:39:36,MADRID,BARCELONA,2019-05-09 16:00:00,2019-05-09 18:30:00,AVE,88.95,Turista,Promo
2019-04-23 01:01:59,MADRID,SEVILLA,2019-05-03 21:25:00,2019-05-04 00:10:00,AV City,62.2,Turista,Flexible
2019-04-12 00:13:10,MADRID,BARCELONA,2019-04-20 07:30:00,2019-04-20 10:40:00,AVE,75.4,Turista,Promo
2019-04-14 21:14:26,PONFERRADA,MADRID,2019-05-30 17:55:00,2019-05-30 22:55:00,MD-LD,21.65,Turista con enlace,Promo
2019-04-19 23:32:25,BARCELONA,MADRID,2019-05-05 18:25:00,2019-05-05 20:55:00,AVE,127.1,Turista,Flexible
2019-04-27 05:08:45,BARCELONA,MADRID,2019-05-01 14:00:00,2019-05-01 17:10:00,AVE,66.75,Turista,Promo
2019-04-13 12:26:46,MADRID,VALENCIA,2019-05-16 15:10:00,2019-05-16 16:52:00,AVE,33.65,Turista,Promo
2019-04-24 19:41:21,VALENCIA,MADRID,2019-05-04 19:15:00,2019-05-04 21:01:00,AVE,57.75,Turista,Promo
2019-05-08 19:00:52,MADRID,SEVILLA,2019-06-19 07:30:00,2019-06-19 09:51:00,AVE,41.2,Turista,Promo
2019-04-15 20:23:20,VALENCIA,MADRID,2019-05-09 07:40:00,2019-05-09 09:20:00,AVE,45.3,Turista,Promo
2019-04-29 23:47:32,MADRID,BARCELONA,2019-06-02 07:00:00,2019-06-02 14:25:00,LD-AVE,,Turista,Promo
2019-04-20 21:26:25,SEVILLA,MADRID,2019-05-26 15:45:00,2019-05-26 18:15:00,AVE,,Turista,Flexible
2019-04-20 13:14:28,BARCELONA,MADRID,2019-04-24 21:15:00,2019-04-25 00:02:00,AVE,69.8,Turista Plus,Promo
2019-04-23 22:15:47,VALENCIA,MADRID,2019-06-04 06:38:00,2019-06-04 14:20:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-14 12:31:34,MADRID,SEVILLA,2019-06-02 16:00:00,2019-06-02 18:30:00,AVE,69.4,Preferente,Promo
2019-04-26 15:14:33,VALENCIA,MADRID,2019-05-26 14:10:00,2019-05-26 15:48:00,AVE,45.3,Turista,Promo
2019-04-19 14:32:51,BARCELONA,MADRID,2019-05-31 17:00:00,2019-05-31 19:45:00,AVE,107.7,Turista,Flexible
2019-04-25 01:04:16,MADRID,SEVILLA,2019-06-01 07:00:00,2019-06-01 09:55:00,AV City,58.95,Turista Plus,Promo
2019-04-25 09:46:01,MADRID,BARCELONA,2019-05-08 14:00:00,2019-05-08 16:30:00,AVE,88.95,Turista,Promo
2019-04-15 06:33:12,PONFERRADA,MADRID,2019-05-06 06:11:00,2019-05-06 11:57:00,LD,,Turista,Flexible
2019-05-08 05:28:20,BARCELONA,MADRID,2019-05-13 17:00:00,2019-05-13 19:45:00,AVE,107.7,Turista,Flexible
2019-04-18 13:25:03,VALENCIA,MADRID,2019-05-12 20:15:00,2019-05-12 21:55:00,AVE,51.15,Turista,Promo
2019-04-25 19:42:34,PONFERRADA,MADRID,2019-05-06 06:11:00,2019-05-06 11:57:00,LD,,Turista,Flexible
2019-05-02 11:00:58,MADRID,SEVILLA,2019-05-08 11:00:00,2019-05-08 13:32:00,AVE,,Turista,Promo
2019-04-15 23:19:03,VALENCIA,MADRID,2019-05-07 09:00:00,2019-05-07 11:33:00,ALVIA,35.5,Turista,Promo
2019-04-12 09:20:25,MADRID,BARCELONA,2019-05-29 09:30:00,2019-05-29 12:34:00,AVE,85.1,Turista,Promo
2019-04-15 15:35:11,VALENCIA,MADRID,2019-04-23 10:40:00,2019-04-23 12:32:00,AVE,73.1,Turista,Flexible
2019-04-14 17:16:34,MADRID,VALENCIA,2019-05-07 11:55:00,2019-05-07 13:35:00,AVE,27.8,Turista,Promo
2019-04-28 03:25:47,MADRID,SEVILLA,2019-05-18 13:10:00,2019-05-18 20:51:00,MD-LD,34.35,Turista con enlace,Promo +
2019-05-03 15:36:34,PONFERRADA,MADRID,2019-05-24 06:11:00,2019-05-24 10:15:00,ALVIA,33.5,Turista,Promo
2019-05-04 09:15:03,VALENCIA,MADRID,2019-06-02 06:38:00,2019-06-02 13:37:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-22 07:11:42,MADRID,BARCELONA,2019-05-06 17:00:00,2019-05-06 19:30:00,AVE,88.95,Turista,Promo
2019-04-13 14:12:14,MADRID,SEVILLA,2019-04-18 20:35:00,2019-04-18 23:15:00,AVE,72.3,Turista Plus,Promo
2019-04-24 09:18:45,MADRID,SEVILLA,2019-05-21 20:35:00,2019-05-21 23:15:00,AVE,53.4,Turista,Promo
2019-04-23 23:06:34,BARCELONA,MADRID,2019-05-01 19:25:00,2019-05-01 21:55:00,AVE,58.45,Turista,Promo
2019-04-29 23:28:33,VALENCIA,MADRID,2019-05-12 17:30:00,2019-05-12 19:43:00,INTERCITY,55.4,Turista,Flexible
2019-05-04 21:20:11,BARCELONA,MADRID,2019-05-19 12:50:00,2019-05-19 15:45:00,AVE-TGV,90.5,Turista Plus,Promo
2019-04-18 22:20:08,BARCELONA,MADRID,2019-04-30 07:40:00,2019-04-30 10:10:00,AVE,58.45,Turista,Promo
2019-04-16 09:33:44,MADRID,BARCELONA,2019-05-18 08:30:00,2019-05-18 11:15:00,AVE,85.1,Turista,Promo
2019-04-21 15:11:00,SEVILLA,MADRID,2019-05-15 07:00:00,2019-05-15 10:02:00,AV City,49.15,Turista,Promo
2019-05-02 11:11:39,MADRID,VALENCIA,2019-05-21 21:10:00,2019-05-21 23:03:00,AVE,21.95,Turista,Promo
2019-05-05 01:23:52,BARCELONA,MADRID,2019-05-13 08:00:00,2019-05-13 11:10:00,AVE,85.1,Turista,Promo
2019-04-19 20:09:31,VALENCIA,MADRID,2019-06-12 09:50:00,2019-06-12 17:28:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-21 06:20:22,MADRID,VALENCIA,2019-05-08 09:10:00,2019-05-08 10:58:00,AVE,57.75,Turista,Promo
2019-04-16 14:30:09,VALENCIA,MADRID,2019-05-08 17:10:00,2019-05-08 18:50:00,AVE,51.15,Turista,Promo
2019-04-25 17:21:21,MADRID,VALENCIA,2019-04-28 11:10:00,2019-04-28 13:25:00,INTERCITY,55.4,Turista,Flexible
2019-04-29 15:32:06,MADRID,SEVILLA,2019-06-01 08:00:00,2019-06-01 10:32:00,AVE,53.4,Turista,Promo
2019-04-30 07:29:32,MADRID,PONFERRADA,2019-05-06 22:14:00,2019-05-07 04:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-05-07 21:33:47,VALENCIA,MADRID,2019-05-28 21:05:00,2019-05-28 23:32:00,INTERCITY,29.9,Turista,Promo
